first_wak,second_wak,third_wak,fourth_wak,fifth_wak,sixth_wak,seventh_wak,eighth_wak
ถึงรวางว่างบ้านชื่อ,ชัดหอม,หอนประดู่ปรูพยอม,ยื่นย้อย,ดอกกระดึงพึ่งแตนตอม,ต่อร่อนว่อนแฮ,นกพริกจิกจับห้อย,หกหิ้วพลิ้วแพลง
ถึงแก่งแห่งท้ายย่าน,บ้านทึง,หินแร่แก่เก่าตรึง,กรวดก้อน,ลงเข็นเล่นน้ำอึง,อาบชุ่มหนุ่มเอย,เยนสบายหายร้อน,เรื่อยร้องลองลำ
เอนหลังฟังดอกสร้อย,สักระวา,ร้องรับขับเสภา,เพื่อนพร้อม,ลำนำคร่ำครวนหา,หวนเอกวิเวกเอย,ผอยหลับรับเสียงซ้อม,เสนาะน้ำคำครวน
อยุดเรือเหนือวัดเงื้อม,เงาโพ,รื่นร่มรมยศุกโข,ค่างคุ้ง,วัดมีที่พระอุโบ,สดที่กดีแฮ,เหนพระศรทาหมุ้ง,มั่นสร้างทางบุญ
จัดแจงแต่งตบะเหลื้อม,ลายทอง,เทียรทูบท่วยแก้วรอง,ดอกไม้,ลูกพลับกับกระเทียมดอง,ถวายคนะพระเอย,ย่ามร่มสมภารได้,รับพร้อมน้อมถวาย
ตวันเยนเหนพระพร้อม,ล้อมวง,ตีปะเตะตะกร้อตรง,คู่โต้,สมภารท่านก็ลง,เล่นสนุกขลุกแฮ,เข่าค่างต่างอวดโอ้,อกให้ใจหาย
อยุดกระกร้อฬ่อไก่ตั้ง,ตีอัน,ผ้าพาดบาตเหล็กพนัน,เหน็บรั้ง,ไก่แพ้แร่ขบฟัน,ฟัดอุบทุบเอย,เจ้าวัดตัดเรือตั้ง,แต่งเหล้นเยนใจ
เสียเทียรเสียทูบซ้ำ,เสียสัทา,เสียที่มีกระมลมา,โนศน้อม,เสียดายฝ่ายศาศนา,สัมนะพระเอย,เสียน่าตาหูพร้อม,เพราะรู้ดูเหน
จวนค่ำจำค้างย่าน,บ้านทึง,ถอยหนีที่วัดอึง,แอบคุ้ง,ตรวดน้ำร่ำรำพึง,แผ่ทั่วตัวเอย,ให้เหล่าเจ้าป่าถุ้ง,เทพสริ้นดินสวรร
เหมือนรู้ผู่เถ้าท่าน,ทังสอง,เมียนากนามผัวทอง,ผ่องแผ้ว,มาหาพ่าฃาวฃอง,คำนับรับเอย,ท่านช่วยอวยภรแล้ว,เล่ารู้บูราณ
ฝ่ายตาอายุร้อย,ญี่สิบแถม,ยายสิบแปดปีแกม,กับร้อย,ตามองช่องเขมแหลม,ตลอดแน่แม่เอย,ฟันปากหมากเฆี้ยว๐จ้อย,แจ่มอ้วนนวลฃาว
ผู้เถ้าเล่าเรื่องอย้าน,บ้านทึง,ท้าวอู่ทองมาถึง,ถิ่นถุ้ง,แวะฃอเชือกหนังขึง,เขาไม่ให้แฮ,สาปย่านบ้านเขดคุ้ง,คี่ทึ้งทึงแปลง
วัดทร่างข้างคุ้งย่าน,บ้านทึง,ชื่อชัดวัดคี่ทึ้ง,ถูกต้อง,ผู่เถ้าเล่าเรื่องจึง,จะแจ้งแสดงเอย,ท่านนั่งสั่งสอนพร้อง,พร่ำไว้ไม้ตรี
ได้ครูผู่เท่าทั้ง,ยายตา,สมมุติดุจะเทวดา,บอกเหล้า,ทายทักลักขณะรา,ศรีทั่วตัวเอย,จอดน่าท่าผู่เถ้า,ท่วนห้าราตรี
ตวันเที่ยงเสียงวิ่งแหร้,แซ่สนอง,เสือตบขบภิขุสอง,รูปม้วย,ต่อไก่ไล่นกคนอง,นามเทศเกดแฮ,เสือฟัดกัดกินด้วย,บาปซ้ำกรรมหนา
ต่อนกยกพเนียดตั้ง,บังกาย,เสือฉีกซีกโครงทลาย,ทลักท้อง,กินตับกับตโพกหาย,เหนน่าขาเอย,ภิขุทุศีลต้อง,โทษนั้นทันตา
ต่อไก่ไม่สู้ฟาด,ฃาดใจ,ที่อยู่ปู่เจ้าไป,หลับเหล้า,เสือกินซิ่นตับไต,ตีนน่องท้องแฮ,สังเวทเหตุผู่เถ้า,ทักแท้แน่จริง
สำเรจรู้ผู่เถ้าช่วย,อวยภร,สิบประการประกอบกลอน,กล่าวไว้,ขอสวัดสัฐาวอร๐๐,ไว้ว่าลาเอย,สองเท่าเฝ้าร้องไห้,ลเหี่ยลห้อยหงอยเหงา
๐สงสารท่านสอื้นโอ้,โศกา,พลั่งพลั่ง๐หลั่งน้ำตา,ตกด้วย,หนูหนุ่มชุ่มชลนา,นั่งเจ่าเหงาเอย,ร่ำว่าท่าไม่ม้วย,ไม่สริ้นถวินหวัง
เรือออกนอกท่าบ้าน,ท่านยาย,ย่อไว่๐ไห้สอื้นฟาย,มูกย้อย,เชาบ้าน๐ท่านทังหลาย,แลสลดหมดเอย,ไห้มั่งทังใหญ่น้อย,นั่งผร้ำ๐น้ำตา
แลลับกลับกลั้นโศก,สงสาร,หนุ่มน่อยพลอยรำคาร,คิดเศร้า,ทังหลายฝ่ายบูราณ,รักขู่๐ชู้เอย,เราพรากจากผู่เถ้า,ทุก๐ร้อนห่อนเสบย
ถึงย่านบ้านกระตั้วเหล่า,เชาดง๐,โกนจุกลูกสาวทรง,สอาดสอ้าน,เชิญด้วยช่วยแต่งมง,คนเกริกฤกษเอย,โกนจุกลูกเชาบ้าน,อยู่ค้างกลางคืน
ฟังตีปี่พาดฆ้อง,กลองตโภน๐,เพลงไทยใส่กลองโยน,ยุ่งแท้,เด็กโดดโลดเล่นโขน,แขนคอกออกเอย,ร้องขับรับอ้อแอ้,อุบเหล้าเมามาย
เสียงซออ๋ออ่ออ้อ,เอื่อยเพลง,จับปี่เตร๋งเต้งเต๋ง,เต่งต้อง,คลุย๐ตรุ๋ยตรุ่ยตรุ้ยเหนง,เหน่งเน่งรนาดแฮ,ฆ้องหน่องหนองน่องหน้อง,ผรึ่งพรึ้งพรึ่งตโภน
สาวสาวเหล่าเลี้ยงเล่น,เต้นรำ,ซองหมากฝากหนุ่มนำ,เนตรชม้อย,โกนจุกลูกเล็กทำ,ขวันเล่าเจ้าเอย,เนตรซู่หนูหนุ่มน้อย,นั่งปลื้มลืมนอน
บ่วงรักดักเด็กต้อง,สองตา,เปิดปากฝากคำลา,เหล่าน้อง,ลงเรือเมื่อจะคลา,คลอเนตรทเวทเอย,แก่เท่าสาวส่งซ้อง,แซ่หน้าอาไลย
บ่วงผูกลูกรักแล้ว,แร้วราย,ดักพ่อท้อที่กาย,แก่แล้ว,ห่อนอยู่ซู่สมรหมาย,มัติโมฆโอขเอย,แต่เหล่าเจ้าลูกแก้ว,ก่อร้อนสอนแสลง
หมากพลูบู้หรี่ส้ม,ขนมขนุน,สาวหนุ่มรุมการุญ,รักให้,ผูกมิศคิดขอบคุณ,คนเท่าสาวเอย,ทุกโศกโรคอย่าได้,เดือดร้อนนอนสบาย
จากย่านบ้านกระตั้วแต่,แลดู,ศรรักปักทรวงหนู,เหน็บช้ำ,รักป่าน่าชื่นชู,ชมเล่าเจ้าเอย,ดูถูกลูกปลายน้ำ,หนุ่มต้องหมองหมาง
น้อยน้อยพลอยว่าน้ำ,ลำสุพรรณ,สาวแก่แลคมสัน,สะคร้าน,ดูมากว่าสิบวัน,ตลอดแว่นแคว้นเอย,ไรจุกทุกทุกบ้าน,บ่อเว้นเหนสาว
บูราณท่านว่าน้ำ,สำคัน,ป่าต้นคนสุพรรณ,ผ่องแผ้ว,แดนดินถิ่นที่สูวรรณ,ธรรมชาดมาศเอย,ผิวจึ่งเกลี้ยงเสียงแจ้ว,แจ่มน้ำคำสนอง
ถึงถิ่นสริ้นบ้านป่า,โป่งแดง,เรือติดคิดขยาดแสยง,พยัฆร้าย,สวบสวบยวบไม้แฝง,ฟุ้งสาบวาบแฮ,สองฝั่งทั้งขวาซ้าย,สัตร้องซ้องเสียง
คลองกระเสียวเปลี่ยวป่ากว้าง,ทางโขลง,เคยถิ่นกินโป่งโทง,เที่ยวเร้น,ฃามช้างต่างจัดโจง,กระเบนกระบิดตี้ดแฮ,เก็บกรวดอวดกันเหล้น,ตลอดน้ำลำทาง
คุ้งขวางบางแวกตื้น,พื้นทราย,กรวดกระจ่างพร่างพรายลาย,เลื่อมพร้อย,เหมือนเม็จเพชรัตราย,แอร่มอร่ามงามเอย,ฉุนว่าแววแก้วก้อย,นพเก้าวาวแหวน
กระเบาออกดอกรยับย้อย,ห้อยหอม,พึ่งหมู่แมงภู่ตอม,ไต่เคล้า,ว่าสุกลูกงามงอน,เงาะป่าพวาเอย,กระทุ่มกระถินกลิ่นเร้า,รื่นข้างทางจร
รินรินกลิ่นเฟื่องฟุ้ง,คลุ้งโขลง,ป่านอกดอกสำโรง,ร่วงค้าง,เหล่าลูกผูกเรือฉโลง,ลากวิ่งจริงแฮ,เหมนเช่นเหมนชื่ออ้าง,อีกล้ำสำโรง
ถึงหว่างยางพี่น้อง,สองยาง,เก่าแก่แต่ก่อนปาง,ป่าต้น,เกิดแร่แง่งอกขวาง,ขวากระรกะแฮ,ถูกปวดรวดเร้าล้น,สะล่างแหร้แง่สลอน
ปลายน้ำลำคุ้งแขบ,โขดเขิน,ขัดค่องต้องติดพเอิญ,แอ่งตื้น,จอดสองพี่น้องเพลิน,พลองสะล่างยางเอย,ชื่นชุ่มพุ่มพฤกษครื้น,คร่อมน้ำลำลหาล๐
ปลาดเหลือเรือหนุ่มน้อย,ลอยพาย,ถึงหว่างต้นยางตาย,ตกน้ำ,ช่วยฉุดสุดชีพทลาย,ทลักเลือดเฝือดแฮ,เมียแม่แซ่มาปล้ำ,ปลุกร้องซ้องเสียง
ถามเฃาเล่าว่าอ้าย,ฟักเฟือน,ตีแม่แร่ลงเรือน,ร่านร้าย,เจ้าสองพี่น้องเหมือน,มุ่งปราบบาปแฮ,โพล่งผลักหักคออ้าย,ฝักม้วยด้วยกรรม
ชาวป่าภาศภเศร้า,สู่สถาน,เราเปลี่ยวเหลียวเหนศาล,สองพี่น้อง,อารักศักสิทชาน,เชี่ยวช่วยด้วยเอย,โป่งป่าอย่าแผ้วพ้อง,พวกฃ้าอาไศรย
สรวงจ้าวพร้าวอ่อนกล้วย,ด้วยเอย,เชิญพี่น้องสองเสวย,สว่างร้อน,แรกมาอย่าถือเลย,ลุกระโทษโปรดพ่อ,ขอแร่แม่เก็จก้อน,กับเต้าเจ้ายาง
หนูน้อยพลอยร้องบ่วง,สรวงศาร,เสียงฉ่ำน้ำนมหวาน,แว่วก้อง,เบิกป่าท่าเทวถาน,ถูกท่วนขบวนเอย,หนุ่มรับสรัพเสียงซ้อง,เสนาะซ้อนกลอนใน
เทียรจุดขุดแร่หลั้น๐,ควันเฃียว,พลุ่งพลุ่งมุ่งดูประเดียว,ดุ่มคล้าย,หนุ่มเหนเช่นลิงเหลียว,เลื่อนกลับลับแฮ,ฟุ้งพิศฤทธแร่ร้าย,รู้เถ้าเจ้าหวง
เหมือนครูผู่เท่าแจ้ง,แหนงใจ,รอขุดจุดเทียรใชย,เช่นรู้,ดับพิศฤทธิพระไพร,พรมสมุทอยุดแฮ,เดี๋ยวหนึ่งอึ่งอู้อู้,อ่อนไม้ใหญ่รเนน
ลมลั่นครั่นครึกฟ้า,หนาฝน,ซู่ซู่หนูวิ่งวน,ว่าช้าง,เทียรดับกลับมืดมน,เหมนเบื่อเสือเอย,จวนค่ำจำอยุดค้าง,คิดแก้แร่โพรง
ฃอนเรือเหนือน้ำนึก,น้อยใจ,คราวเคราะเพราะพระไพร,พี่น้อง,ขัดพระจเชิญไฟ,ฟอนซู่รู้ฤๅ,ทุ่งท่าป่าจะต้อง,โตล่งสริ้นถิ่นสถาน
เราถือซื่อสัจสร้าง,ศีลทาน,แล่งล่าฟ้าดินพญาน,ย่อมรู้,หวังแร่แต่บูราณ,ระงับโศกโลกเอย,จ้าวคิดปิดของขู้,มนุษนั้นฉันใด
ดึกสงัดสัตสงบคลุ้ม,พุ่มพง,เยนรย่อบริเวนวง,หว่างไว้,เคลิ้มหลับคลับคล้ายองค์,อารักทักแฮ,เหนสพรั่งนั่งไหว้,ว่าฬ้อฃอสะมา
รูปจ้าวสาวหนุ่มล้วน,นวลงาม,สองพี่มีเป็นสาม,ทั่งน้อง,เรียกสองพี่น้องนาม,น้องพี่มีเอย,สามแน่แต่คำพร้อง,พี่น้องสองชาย
เล่าความตามเรื่องแหร้,แต่หลัง,ใช่คิดบิดเบือนบัง,บอกแจ้ง,ขัดเคราะเพราะยุก๐ยัง,อยู่อย่ามาเลย,กายสิทพิศกล้าแกล้ง,กลบกลุ้มคลุ้มควัน
รู้ศึกนึกเรื่องเจ้า,เล่าความ,ทราบหมดจดหมายตาม,แต่งไว้,โออกตกอับยาม,ยุกยากมากเอย,บุญบวดกรวดกระสินให้,แห่งเจ้าเล่าความ
เหมือนรู้ผู่เถ้าเล่า,จ้าวแถลง,สามอย่างต่างลายแทง,ถูกต้อง,ใคร่เหนเช่นชี้แจง,เจ้าบอกดอกแฮ,ค้างย่านศารพี่น้อง,พนัศร้ายหายสูร
รุ่งเช้าเข้าป่ากว้าง,ทางโขลง,คลองเก่าเท่าลำกระโดง,โป่งช้าง,ซ้ายฃวาป่าสมอโมง,ไม้อุโลกโมกเอย,กระแบกกระเบาเสลาสล้าง,สลับต้นคนทา
ตามร่องคลองที่เจ้า,เล่าความ,เด็ดดอดลอดลัดตาม,ติดท้าย,เลี้ยวลดปลดปลิดหนาม,หน่อคลอกยอกแฮ,เสียงแต่เนื้อเสือร้าย,ร่านร้องก้องกระหึม
สุดคลองหนองหนึ่งกว้าง,อย่างแถลง,ที่ถิ่นดินดาดแดง,ดุจพร้อง,สังเกตเขดขอบแขวง,ความที่ชี้เอย,ขึ้นค่างทางขวาท้อง,ทุ่งช้างวางเวง
ภบถ่อบ่อแร่น้ำ,ดำนิล,เหมือนหมึกปึกปะดิน,เดกคุ้ย,ปะแต่แร่ปรอดกิน,แก่นเท่าเจ้าเอย,เนื้อมั่งยังขยี้หยุ้ย,ยกไว้ไปแสวง
ตัดทางหว่างต้นโตนด,โขดสูง,เนื้อแยกแตกตื่นฝูง,ฝุ่นฟุ้ง,แฝงดูหมู่นกยูง,ยอบย่องมองเอย,พรายพร่างอย่างศรีรุ้ง,อร่ามเพี้ยนเขียนฃน
รำแพนแอ่นอกฉะแง้,แผ่หาง,หันร่ายฝ่ายฝูงนาง,นกเคล้า,ตัวผู่อยู่กลางกาง,กลมปีกหลีกเอย,ก้อกรีดขีดเขี่ยเท้า,ท่าฟ้อนอ่อนเอียง
ด้อมดูหมู่มยุรย้าย,ร่ายรำ,เยี่ยงย่างนางรบำทำ,ท่าฉะม้าย,เคยดูคู่เคียงรบำ,รเบงกลับลับเอย,เหนแต่ฝูงยูงคล้าย,นุชฟ้อนงอนงาม
ฝ่ายฝูงยูงบ่อรู้,สู่สม,สังวาดชาติเช่นพรม,พระพร้อง,ตัวภู่ฟู่ฟองกลม,เมียชื่นกลืนแฮ,เกิดไข่ได้พวกพ้อง,เพื่อส้องฟองกสิน
หนุ่มหนูพรูไล่พร้อม,ล้อมยูง,ปีกกระพือฮือฝูง,ฟ่องฟ้า,ตานโดดโขดทรายสูง,สมเล่าเจ้าเอย,เหนรอบขอบเขดหน้า,สนุกแท้แลเพลิน
เฃาเฃียวโขดคุ่มขึ้น,เคียงเคียง,ร่มรื่นรุกขรังเรียง,เรียบร้อย,โหมหัดหิ่งหายเหียง,หัดหาดแฮ่วแฮ,ย่างใหญ่ยอดยื่นย้อย,โยกโย้โยนเยน
เลี้ยวทางหว่างช่องไม้,ไผ่เหลือง,ปะแต่แร่กรัดเรือง,ร่วงรุ้ง,ย่องเหยียบเลียบลำเหมือง,ไม้ชื่นรรื่นเอย,หอมกระถินกลิ่นฟุ้ง,เฟื่องฟื้นชื่นใจ
สุดเหมืองเยืองขึ้นค่าง,หว่างเนิน,ล้วนแร่แก่เก่าเกิน,เก็บทิ้ง,พลวงเหล็กเด็กสดุดเดิน,กระโดดค่ามตามแฮ,ชมเล่นเหนเกลื่อนกลิ้ง,กลาดสล้างอย่างฝัน
ลงเนินเดินป่ากว้าง,วางเวง,ลมลั่นครั่นครืนเครง,ครึกครื้น,ควายเถื่อนเกลื่อนกลุ้มเกรง,เกรียวโห่โร่แฮ,ป่าใหญ่ไม้ร่มชื้น,ช่อช้อยย้อยไสว
พิศพวงดวงดอกไม้,ไพรพนม,รยับรย้าน่าชม,แช่มช้อย,ม่วงโมกโศกสุกกรม,กรวยกร่างสล้างเอย,ดอกดกนกน้อยน้อย,เหนี่ยวไซ้ไส้เพกา
ดูเดียวเปลี่ยวอกอ้าง,ว้างเอย,คิดใคร่ได้คนเคย,คู่ชี้,คลอเคล้าเฟ่าชื่นเชย,ชมนกหกแฮ,ถามไถ่ได้กระจู้กระจี้,กระแจะแต้มแก้มหอม
ยน๐โศกยามเศร้ายิ่ง,ทรวงเยน,คิดสุดขัดแสนเขน,โศกไข้,หวนหนาวหากนึกเหน,หน้าแห่งน้องแฮ,ดวงจิตเด็จจากได้,จึ่งดิ้นจำโดย
เสลาสลอดสลับสล้าง,สลัดได,สอึกสอะสอมสไอ,สอาดสอ้าน,มแฝ่มฟาบมเฟืองมไฟ,มแฟบมฝ่อพ่อเอย,ตขบตขาบตเคียนตคร้าน,ตคร้อตไคร้ตเคราตครอง
ถึงธารบ้านเกรี่ยงร้าง,กลางดง,ไร่ฟ่ายหมายมั่นคง,คิดค้าง,รอนรอนอ่อนอัศดง,แดดพยับลับเอย,ภักผ่อนนอนเรือนห้าง,ก่อให้ไฟโพลง
เหล่าลูกถูกส้มทับ,พลับจีน,หักฮ่างต่างหัดปีน,คล่องแขล้ว,เหนื่อยนอนอ่อนมือตีน,ต่างรงับหลับเอย,ดึกดื่นฟื้นฟังแหว้ว,วิเวกวิ้วหวีวโหวย
หนาวลมห่มผ้าห่อน,หายหนาว,ฟ้าพร่ำน้ำค้างพราว,พร่างฟ้า,เด่นเดือนเกลื่อนกลาศดาว,ดวงเด่น,ใจเปล่าเศร้าซบหน้า,นึกน้องหมองใจ
ไร่เกรี่ยงเสียงหลอดโหร้,โหร่เสียง,โหว่งโหว่งโรงรายเรียง,รับพร้อง,หว่างไม้ไก่ขันเคียง,เสียงเอ่กอี๋เอ้กเอย,ยามดึกนึกนุชน้อง,นิ่งเศร้าเปล่าทรวง
จังหรีดกรีดกริ่งร้อง,ซ้องเสียง,แหร่แหร่แม่ม่ายเรียง,รับซ้อง,จักกจั่นสนั่นสำเนียง,เสนาะเรื่อยเฉื่อยเอย,ผี่ผี่วหวิวโหวกร้อง,รอบฃ้างวางเวง
ค่อนคืนดื่นดึกแท้,แม่เอย,เกรี่ยงไร่กระไรเลย,ล่าเนื้อ,ด่องด่องย่องเหยาะเงย,ฉโงกฉะงักทักแฮ,ปลุกหนุ่มกุมฃวานเงื้อ,ผงะร้องซ้องเสียง
ถามไถ่ใช่เหล่าร้าย,กรายมา,พูดเล่นเป็นคนชรา,รักใขร้,ถามชี้ที่ว่านยา,รยะย่านบ้านเอย,ชื่อกวั่งสั่งซ้ำให้,แวะเข้าเย่าเรือน
ลูกปัตตัดให้สี่,สิบใบ,เกรี่ยงชอบยอบยิ้มลไม,ใส่ข้อ,หมากพลูสู่สมใจ,จันอับพลับเอย,ถามกวั่งนั่งพูดจ้อ,จวบแจ้งแสงสูร
รุ่งเช้าเข้าบ้านเกรี่ยง,เลี้ยงเหลือ,แกงฟักผักพรีกมเฃือ,ค่างปิ้ง,อึ่งแย้แช่เขมเกลือ,เกลียดขะยั่นกลั้นแฮ,เด็กบ่อชอบลอบทิ้ง,ท่วยขว้ำซ้ำแสยง
หญิงชายฝ่ายเกรี่ยงล้อม,พร้อมเพรียง,รักหนุ่มอุ้มแอบเคียง,ใคร่พร้อง,สาวแก่แม่ม่ายเมียง,มุ่งขยิ่มยิ้มแฮ,ทักเพรียกเรียกพี่น้อง,นั่งเฝ้าเคล้าเคลีย
น้อยน้อยคอยหลีกเหลี้ยง,เมียงเมิน,หญิงฉุดยุดหยอกเอิญ,แอบฃ้าง,ผลักไสไล่เล่นเพลิน,พลอยรรื่นชื่นเอย,รุมรักชักชวนค้าง,คิดหน้าอาไลย
ลูกปัดตัดแจกถั้ว,ตัวคน,หมดย่ามตามยากจน,จัดให้,ลาจากหยากตรมปรน,นิบัดหนุ่มอุ้มเอย,ตากวั่งซั่งบูเรได้,เพื่อนด้วยช่วยนำ
ตามเกรี่ยงเลี่ยงเลี้ยวลัด,ตัดทาง,หนามไหน่ไม่มีรคาง,ค่าง๐เท้า,ดงยาป่าฝิ่นฝาง,ฟุ้งรศโอสถเอย,ต่างต่างย่างทรายเปล้า,โปล่งฟ้าชาเกลือ
ปรายปรูปู่เจ้าเจด,ตพังคี,ลักกระจั่นขันใชศรี,แซ่ม้า,ใครเครือเดื่อดีหมี,มื้อเหลกเดกเอย,เฃามวกรวกรกฟ้า,ฝิ่นต้นคนจาม
กทกรกกกกนากน้ำ,ใจใคร,ราชดัตสลัดได,ไข่เหน้า,พิษนาดพาดไฉน,นากกภดกรดเอย,สอึกสอมซมเช้า,ชิ่งช้าชาลี
มหาสดำคำไก่ต้น,ทนดี,หางตเค่เนระภูศรี,ซ่มกุ้ง,ชาเลือดเหมือดคนมี,สมอภิเภกเอกเอย,ลมป่วนหวนหอมฟุ้ง,เปลือกไม้ใบยา
กำยานก้านกิ่งช้อย,ย้อยยาง,คิดใคร่ได้สำอาง,อบน้ำ,ยามไร้ไม่มีนาง,เสน่หพี่นี้เอย,สรี้นกลิ่นสรี้นศุขซ้ำ,โศกเศร้าเช้าเยน
ฉลูดโลดโกฎเก้าค่า,ตาเสือ,มเดื่อดินขมิ้นเครือ,ครอบฟ้า,กรันเกราเค่าเยนเหนือ,หนอนตยากซากเอย,หวายตมอยข่อยคล้า,ขลู่ขล้อสมอไทย
หนามหันสันพร้าพัก,แพวแดง,สหัศคุนสมุลแวง,สวาดเอื้อง,สลอดเสลาเหล่ากระเจี้ยงแจง,กำจัดอัดเอย,หนุ่มอยุดขุดครบเขรื้อง,ห่อผ้าลว้าศพาย
เกรี่ยงนำตำแหน่งแหร้,แลหลาย,ทุบแหลกแตกเนื้อพราย,พร่างพร้อย,เหมือนรู้ผู่เท่าทาย,ถิ่นแร่แม่เอย,ชมเล่นเยนบ่ายคล้อย,คล่ำเนื้อเสือขะนอง
หวังปะพระปรอดรื้อ,ดื้อเดิน,พลอยกวั่งสังบูเรเพลิน,พลอดพร้อง,หลีกหนามค่ามโขดเขิน,พนัศรื่นครื้นเอย,ลำฦกนึกขนิด๐น้อง,เสน่หเต้าเคล้าคลอ
ดงมเกลือเหลือดกล้ำ,ดำเหลือ,เล่หม่อมย้อมมเกลือ,กแจะให้,ใจหม่อมย่อมเหมือนเกลือ,กลิ่นร่ำดำเอย,ดำเทือกเปลือกแก่นไสร้,ซี่นต้นผลดำ
เดินดงวงหว่างเวิ้ง,เซิงสูง,รื่นร่มชมฉมันฝูง,ฝ่านเนื้อ,เนินไม้ใหญ่ยางยูง,พยอมย่อมหอมเอย,ชุ่มชื่นกลืนกล้ำเกลื้อ,กลิ่นเกลี้ยงเพียงสุคน
ค่ามป่งลงฮ่วงน้ำ,ค่ำเยน,ปะแต่หมอต่อกเตน,ตกกลิ้ง,หมอตายฝ่ายนกเปน,ปล่อยโปรดโทษเอย,ย่ามพ่าพร้ากะทอทิ้ง,ไท่เฃ้ายาวยาน
สิ่งของต้องแต่งตั้ง,บังสกุน,ปลงพระอศุภบุญ,แบ่งให้,กรวดน้ำร่ำการุญ,เกรี่ยงกราบราบเอย,เถ้ากวั่งสังบุเรได้,ดาบหญ้ามตามประสง
จากศภพลบค่ำคลุ้ม,พุ่มพง,ป่าว่านย่านหย่อมดง,แด่นลว้า,ตามเกรี่ยงเลี่ยงลัดลง,แหล่งฮ่วยกวยแฮ,หักฮ่างค้างที่ถ้า,ถิ่นน้ำลำธาร
เกรี่ยงสองกองกิ่งไม้,ใส่เพลิง,โพลงพลุ่งฟุ้งฟอนเซิง,สว่างฟ้า,กวางปีบถีบป่ากเจิง,กจัดถิ่นสิ้นแฮ,ดงว่านกำยานรย้า,รเยือกข้างหว่างเฃา
เหล่าเกรี่ยงเลี้ยงหนุ่มน้อย,อ้อยแตง,มันเผือกเลือกจัดแจง,จุดไต้,เดือนหนึ่งพึ่งรวงแสวง,หวานฉ่ำล้ำเอย,เอมอิ่มยิ้มแย้มได้,เกรี่ยงด้วยช่วยรวัง
เหล่าลูกผูกฮ่างห้อย,ย้อยโยน,ไกวเล่นเจรจาโขน,ขับร้อง,ชักเชือกเยือกยวบโอน,อ่อนสบัดกวัดเอย,กล่อมเห่เรไรซ้อง,แซ่เหรื้อยเฉื่อยเสียง
เกรี่ยงว่าป่าว่านร้าย,ควายงัว,เสือบ่อกล้ามากลัว,กลิ่นหว้าน,เข้าชิดพิศมืดมัว,เมาซบสลบแฮ,ต้องย่างค้างไฟร้าน,รอดได้ไม่ตาย
เหมือนรู้ดูหว้านสว่าง,กลางดง,เลื่อมลุกทุกที่ตรง,เกิดต้น,มืดมืดยืดสว่างวง,ว่านชื่อกระสือแฮ,คิดใคร่ไปเที่ยวค้น,ขุดบ้างกลางคืน
เกรี่ยงห้ามยามหว้านลุก,ถูกตาย,แก่อย่างไรไม่คลาย,คลั่งคลุ้ม,จำอยุดสุดเสียดาย,ดูอร่ามวามเอย,ริ่มห่าง๐ว่างซอกซุ้ม,สว่างหว้านด่านดง
ดึกดื่นชื่นชุ่มไม้,ไพรพนม,พร่ำพร่ำน้ำค้างพรม,พร่างฟ้า,กลิ่นว่านซ่านส่งลม,กระหลบกรุ่นอุ่นเอย,ยิ่งมืดครืดสว่างกล้า,กลิ่นกลุ้มคลุ้มเมา
หากครูรู้แก้ว่าน,ท่านสอน,เศกขะมิ่นกินจึ่งนอน,นั่นได้,เกรี่ยงเมาเหล่าลูกถอน,ให้ขะมิ่นกินแฮ,เมาส่างต่างกราบไหว้,ว่าขมี้นกินหาย
ยามสามยามพิศหว้าน,ซานซึม,เพลิงดับกรับเสียงกระหึม,เห่าหื้อ,ว่านคนบ่นพึมพึม,พูดค่างห้างแฮ,กบเขียดเอียดอึงอื้อ,อึ่งร้องซ้องเสียง
กาแกแต่แว่วแหว้ว,แจ้วเสียง,ไก่กุกลูกเจี๊ยบเรียง,รอบห้าง,หนุ่มฟังนั่งมองเมียง,หมายไก่ใกล้แฮ,เกรี่ยงใส่ไฟค่างหล้าง,ดับสิ้นกลิ่นยา
เกรี่ยงชวนจวนสว่างหว้าน,ซ่านแสลง,ต่อแดดแผดแสงแขง,ค่อยเศร้า,อยู่ชิดพิศร้ายแรง,ร้อนทั่วตัวเอย,หนีออกนอกดงเข้า,เขดลว้าพาเดิน
สามยามตามเกรี่ยงอย้อง,มองทาง,เดือนแหว่งแสงรางราง,เรี่ยไม้,เกรี่ยงเราเป่าหลอดพลาง,เพลิงชุดจุดแฮ,ออกจากปากดงได้,แด่นลว้าป่าสูง
หึ่งหึ่งพึ่งเรียกร้อง,ก้องกหึม,หมีบ่นด้นดุ่มพึม,พุ่มไม้,เยนเยียบเงียบเงางึม,สงบสงัดสัดเอย,ฟ้าพร่ำน้ำค้างไห้,รเยือกเนื้อเหลือหนาว
จวนรุ่งฟุ้งดอกไม้,ไพรพนม,รื่นรื่นชื่นอารม,เรื่อยริ้ว,ร่วงหล่นบนเผ้าผม,ผอยถูกตมูกเอย,ลมผ่าวหนาวดอกงิ้ว,ง่วงเศร้าเหงาหงิม
หนาวลมห่มพ่าแก้,แม่เอย,หนาวที่ใจใครเลย,จแก้,ยามรุ่นอุ่นอกเคย,เคียงคู่อยู่แฮ,ยามเท่าเปล่าทรวงแท้,เที่ยวค้างกลางดง
